  0.000000E+00  0.000000E+00
  7.576965E-02  1.100872E-16
  1.510381E-01  1.101820E-16
  2.260261E-01  1.101685E-16
  3.011025E-01  1.107648E-16
  3.762011E-01  1.101414E-16
  4.513152E-01  1.102905E-16
  5.264292E-01  1.108326E-16
  6.015432E-01  1.109952E-16
  6.766572E-01  1.099110E-16
  7.517712E-01  1.104938E-16
  8.268851E-01  1.103379E-16
  9.019991E-01  1.105649E-16
  9.769116E-01  1.100330E-16
  1.051824E+00  1.101854E-16
  1.126737E+00  1.105886E-16
  1.201649E+00  1.105480E-16
  1.276561E+00  1.103311E-16
  1.351474E+00  1.102092E-16
  1.426130E+00  1.097645E-16
  1.500786E+00  1.102566E-16
  1.575442E+00  1.105073E-16
  1.650099E+00  1.105209E-16
  1.724755E+00  1.103277E-16
  1.799411E+00  1.097822E-16
  1.873838E+00  1.104938E-16
  1.948264E+00  1.109207E-16
  2.022691E+00  1.104802E-16
  2.097118E+00  1.104395E-16
  2.171545E+00  1.100160E-16
  2.245971E+00  1.106293E-16
  2.320203E+00  1.104226E-16
  2.394434E+00  1.106225E-16
  2.468665E+00  1.107784E-16
  2.542896E+00  1.103989E-16
  2.617127E+00  1.105073E-16
  2.691358E+00  1.092063E-16
  2.765315E+00  1.099923E-16
  2.839272E+00  1.103447E-16
  2.913229E+00  1.101549E-16
  2.987186E+00  1.101685E-16
  3.061143E+00  1.105547E-16
  3.135100E+00  1.096128E-16
  3.208518E+00  1.101685E-16
  3.281936E+00  1.103243E-16
  3.355354E+00  1.108800E-16
  3.428773E+00  1.097246E-16
  3.502191E+00  1.111206E-16
  3.575609E+00  1.102837E-16
  3.648444E+00  1.102566E-16
  3.721280E+00  1.102498E-16
  3.794115E+00  1.109139E-16
  3.866951E+00  1.107377E-16
  3.939786E+00  1.104531E-16
  4.012622E+00  1.100465E-16
  4.084746E+00  1.095586E-16
  4.156869E+00  1.108868E-16
  4.228993E+00  1.098568E-16
  4.301116E+00  1.102600E-16
  4.373240E+00  1.102363E-16
  4.445363E+00  1.107241E-16
  4.516579E+00  1.105073E-16
  4.587794E+00  1.108817E-16
  4.659010E+00  1.104260E-16
  4.730225E+00  1.100465E-16
  4.801441E+00  1.109613E-16
  4.872656E+00  1.099415E-16
  4.942584E+00  1.095586E-16
  5.012512E+00  1.103311E-16
  5.082440E+00  1.103176E-16
  5.152367E+00  1.103582E-16
  5.222295E+00  1.098703E-16
  5.292223E+00  1.106835E-16
  5.359543E+00  1.093824E-16
  5.426864E+00  1.108868E-16
  5.494184E+00  1.099381E-16
  5.561505E+00  1.095823E-16
  5.628825E+00  1.097687E-16
  5.696145E+00  1.104412E-16
  5.760110E+00  1.100330E-16
  5.824074E+00  1.107377E-16
  5.888038E+00  1.101820E-16
  5.952002E+00  1.104802E-16
  6.015966E+00  1.103853E-16
  6.079931E+00  1.101448E-16
  6.140254E+00  1.101414E-16
  6.200578E+00  1.105886E-16
  6.260901E+00  1.101956E-16
  6.321225E+00  1.103921E-16
  6.381548E+00  1.102566E-16
  6.441872E+00  1.101109E-16
  6.498494E+00  1.102905E-16
  6.555116E+00  1.105073E-16
  6.611737E+00  1.102363E-16
  6.668359E+00  1.107140E-16
  6.724981E+00  1.100194E-16
  6.781603E+00  1.108597E-16
  6.835767E+00  1.101956E-16
  6.889930E+00  1.101956E-16
  6.944094E+00  1.099923E-16
  6.998258E+00  1.103718E-16
  7.052421E+00  1.103989E-16
  7.106585E+00  1.105209E-16
  7.156850E+00  1.105480E-16
  7.207115E+00  1.100330E-16
  7.257380E+00  1.104938E-16
  7.307645E+00  1.104938E-16
  7.357910E+00  1.102092E-16
  7.408175E+00  1.100330E-16
  7.460174E+00  1.100059E-16
  7.512173E+00  1.106259E-16
  7.564173E+00  1.102498E-16
  7.616172E+00  1.100736E-16
  7.668171E+00  1.108190E-16
  7.720171E+00  1.095044E-16
  7.781522E+00  1.100194E-16
  7.842874E+00  1.105886E-16
  7.904225E+00  1.094773E-16
  7.965576E+00  1.099618E-16
  8.026928E+00  1.103989E-16
  8.088279E+00  1.099974E-16
  8.150768E+00  1.098297E-16
  8.213257E+00  1.108190E-16
  8.275745E+00  1.097348E-16
  8.338234E+00  1.098297E-16
  8.400723E+00  1.100736E-16
  8.463211E+00  1.098297E-16
  8.523625E+00  1.103718E-16
  8.584038E+00  1.098043E-16
  8.644452E+00  1.098636E-16
  8.704865E+00  1.104260E-16
  8.765279E+00  1.091656E-16
  8.825692E+00  1.106428E-16
  8.886259E+00  1.102905E-16
  8.946826E+00  1.104260E-16
  9.007394E+00  1.106513E-16
  9.067961E+00  1.099110E-16
  9.128528E+00  1.098974E-16
  9.189095E+00  1.108326E-16
  9.252103E+00  1.102837E-16
  9.315111E+00  1.104209E-16
  9.378119E+00  1.098907E-16
  9.441127E+00  1.100889E-16
  9.504135E+00  1.101143E-16
  9.567142E+00  1.105480E-16
  9.631326E+00  1.094502E-16
  9.695510E+00  1.101346E-16
  9.759694E+00  1.101278E-16
  9.823878E+00  1.099517E-16
  9.888062E+00  1.094231E-16
  9.952245E+00  1.107767E-16
  1.002073E+01  1.102227E-16
  1.008922E+01  1.107716E-16
  1.015770E+01  1.109681E-16
  1.022619E+01  1.099788E-16
  1.029467E+01  1.108664E-16
  1.036316E+01  1.100465E-16
  1.043506E+01  1.095722E-16
  1.050696E+01  1.100465E-16
  1.057886E+01  1.104802E-16
  1.065076E+01  1.106970E-16
  1.072266E+01  1.104395E-16
  1.079456E+01  1.090707E-16
  1.086367E+01  1.105480E-16
  1.093279E+01  1.099110E-16
  1.100190E+01  1.100465E-16
  1.107102E+01  1.101278E-16
  1.114014E+01  1.091114E-16
  1.120925E+01  1.108326E-16
  1.127535E+01  1.097890E-16
  1.134144E+01  1.103447E-16
  1.140754E+01  1.105073E-16
  1.147363E+01  1.098839E-16
  1.153973E+01  1.101549E-16
  1.160582E+01  1.101643E-16
  1.167208E+01  1.095044E-16
  1.173834E+01  1.094743E-16
  1.180460E+01  1.102363E-16
  1.187086E+01  1.105175E-16
  1.193712E+01  1.104802E-16
  1.200338E+01  1.094231E-16
  1.207192E+01  1.106157E-16
  1.214046E+01  1.103108E-16
  1.220900E+01  1.106293E-16
  1.227753E+01  1.098297E-16
  1.234607E+01  1.104802E-16
  1.241461E+01  1.103650E-16
  1.248451E+01  1.104531E-16
  1.255442E+01  1.099788E-16
  1.262432E+01  1.102092E-16
  1.269423E+01  1.103718E-16
  1.276414E+01  1.103176E-16
  1.283404E+01  1.104260E-16
  1.290350E+01  1.102634E-16
  1.297297E+01  1.105615E-16
  1.304243E+01  1.105615E-16
  1.311189E+01  1.105492E-16
