  0.000000E+00  0.000000E+00  1.693647E-17  0.000000E+00
  7.576965E-02  1.893692E-05  3.378350E-04  2.477340E-05
  1.510381E-01  2.204731E-05  5.490831E-04  3.291158E-05
  2.260261E-01  2.290559E-05  9.659952E-04  3.213660E-05
  3.011025E-01  3.331790E-05  1.121887E-03  4.314525E-05
  3.762011E-01  3.540076E-05  1.211295E-03  4.575067E-05
  4.513152E-01  2.821078E-05  1.285357E-03  3.734402E-05
  5.264292E-01  3.514087E-05  1.357466E-03  4.237519E-05
  6.015432E-01  3.495174E-05  1.427664E-03  5.055238E-05
  6.766572E-01  3.282922E-05  1.494705E-03  4.190182E-05
  7.517712E-01  4.340773E-05  1.563654E-03  5.397572E-05
  8.268851E-01  4.474279E-05  1.631026E-03  5.651050E-05
  9.019991E-01  3.516377E-05  1.695697E-03  4.536815E-05
  9.769116E-01  4.260680E-05  1.761391E-03  5.004411E-05
  1.051824E+00  4.261679E-05  1.831335E-03  5.861814E-05
  1.126737E+00  4.090545E-05  1.897550E-03  4.880912E-05
  1.201649E+00  5.162933E-05  1.964419E-03  6.192068E-05
  1.276561E+00  5.259897E-05  2.029042E-03  6.514193E-05
  1.351474E+00  4.180399E-05  2.090407E-03  5.225270E-05
  1.426130E+00  4.926640E-05  2.150164E-03  5.701169E-05
  1.500786E+00  4.934413E-05  2.214850E-03  6.567922E-05
  1.575442E+00  4.818919E-05  2.275057E-03  5.647483E-05
  1.650099E+00  5.868495E-05  2.334803E-03  6.950047E-05
  1.724755E+00  5.985600E-05  2.391019E-03  7.256834E-05
  1.799411E+00  4.880814E-05  2.443230E-03  5.918719E-05
  1.873838E+00  5.570394E-05  2.494499E-03  6.350488E-05
  1.948264E+00  5.565093E-05  2.549369E-03  7.270850E-05
  2.022691E+00  5.463061E-05  2.599644E-03  6.290500E-05
  2.097118E+00  6.452028E-05  2.649589E-03  7.597932E-05
  2.171545E+00  6.557641E-05  2.696729E-03  7.941050E-05
  2.245971E+00  5.500026E-05  2.740634E-03  6.609278E-05
  2.320203E+00  6.163747E-05  2.783625E-03  7.002746E-05
  2.394434E+00  6.158191E-05  2.829216E-03  7.862425E-05
  2.468665E+00  6.104691E-05  2.870707E-03  6.926321E-05
  2.542896E+00  7.055031E-05  2.912232E-03  8.200440E-05
  2.617127E+00  7.186297E-05  2.951285E-03  8.557250E-05
  2.691358E+00  6.173005E-05  2.986704E-03  7.263369E-05
  2.765315E+00  6.792509E-05  3.020894E-03  7.621165E-05
  2.839272E+00  6.746825E-05  3.059558E-03  8.441582E-05
  2.913229E+00  6.728774E-05  3.094180E-03  7.491445E-05
  2.987186E+00  7.631737E-05  3.128959E-03  8.696985E-05
  3.061143E+00  7.775635E-05  3.161499E-03  9.059605E-05
  3.135100E+00  6.846340E-05  3.190962E-03  7.857842E-05
  3.208518E+00  7.452517E-05  3.217671E-03  8.285447E-05
  3.281936E+00  7.403553E-05  3.254945E-03  9.099613E-05
  3.355354E+00  7.384989E-05  3.287456E-03  8.227691E-05
  3.428773E+00  8.233128E-05  3.319204E-03  9.399928E-05
  3.502191E+00  8.368774E-05  3.348228E-03  9.740554E-05
  3.575609E+00  7.483899E-05  3.374304E-03  8.581984E-05
  3.648444E+00  8.037335E-05  3.397695E-03  8.930401E-05
  3.721280E+00  7.987860E-05  3.432507E-03  9.680802E-05
  3.794115E+00  7.987045E-05  3.462564E-03  8.884545E-05
  3.866951E+00  8.796069E-05  3.492657E-03  1.004717E-04
  3.939786E+00  8.982041E-05  3.520890E-03  1.041622E-04
  4.012622E+00  8.175967E-05  3.546168E-03  9.300976E-05
  4.084746E+00  8.687910E-05  3.567667E-03  9.620994E-05
  4.156869E+00  8.634886E-05  3.603135E-03  1.036180E-04
  4.228993E+00  8.665726E-05  3.633673E-03  9.581415E-05
  4.301116E+00  9.421765E-05  3.663966E-03  1.067064E-04
  4.373240E+00  9.636963E-05  3.692421E-03  1.106556E-04
  4.445363E+00  8.931638E-05  3.718039E-03  1.004793E-04
  4.516579E+00  9.414116E-05  3.738130E-03  1.035079E-04
  4.587794E+00  9.375739E-05  3.775757E-03  1.105940E-04
  4.659010E+00  9.428930E-05  3.808234E-03  1.030801E-04
  4.730225E+00  1.011728E-04  3.840070E-03  1.133465E-04
  4.801441E+00  1.034140E-04  3.870318E-03  1.172747E-04
  4.872656E+00  9.718547E-05  3.897818E-03  1.073932E-04
  4.942584E+00  1.014376E-04  3.916443E-03  1.101487E-04
  5.012512E+00  1.009607E-04  3.959148E-03  1.166743E-04
  5.082440E+00  1.012814E-04  3.995634E-03  1.099423E-04
  5.152367E+00  1.077603E-04  4.030056E-03  1.195624E-04
  5.222295E+00  1.101045E-04  4.062193E-03  1.232987E-04
  5.292223E+00  1.044662E-04  4.091086E-03  1.146629E-04
  5.359543E+00  1.080842E-04  4.099769E-03  1.175245E-04
  5.426864E+00  1.076569E-04  4.154509E-03  1.238841E-04
  5.494184E+00  1.077685E-04  4.201226E-03  1.175580E-04
  5.561505E+00  1.133062E-04  4.241952E-03  1.261452E-04
  5.628825E+00  1.157210E-04  4.278344E-03  1.294156E-04
  5.696145E+00  1.110427E-04  4.310215E-03  1.211338E-04
  5.760110E+00  1.140255E-04  4.313967E-03  1.231484E-04
  5.824074E+00  1.135833E-04  4.372208E-03  1.287898E-04
  5.888038E+00  1.132719E-04  4.423222E-03  1.237624E-04
  5.952002E+00  1.179519E-04  4.466794E-03  1.314010E-04
  6.015966E+00  1.203297E-04  4.504873E-03  1.345537E-04
  6.079931E+00  1.162004E-04  4.537284E-03  1.273181E-04
  6.140254E+00  1.184869E-04  4.538390E-03  1.287730E-04
  6.200578E+00  1.180526E-04  4.593529E-03  1.337981E-04
  6.260901E+00  1.176466E-04  4.645113E-03  1.294221E-04
  6.321225E+00  1.215116E-04  4.690106E-03  1.360449E-04
  6.381548E+00  1.238285E-04  4.728672E-03  1.388404E-04
  6.441872E+00  1.204253E-04  4.762261E-03  1.325630E-04
  6.498494E+00  1.222523E-04  4.763069E-03  1.337400E-04
  6.555116E+00  1.217613E-04  4.813591E-03  1.383943E-04
  6.611737E+00  1.212198E-04  4.864268E-03  1.349616E-04
  6.668359E+00  1.246664E-04  4.908694E-03  1.411377E-04
  6.724981E+00  1.268356E-04  4.947543E-03  1.440398E-04
  6.781603E+00  1.237319E-04  4.981151E-03  1.385832E-04
  6.835767E+00  1.252178E-04  4.991878E-03  1.391842E-04
  6.889930E+00  1.246462E-04  5.033662E-03  1.436100E-04
  6.944094E+00  1.240449E-04  5.075246E-03  1.401430E-04
  6.998258E+00  1.272174E-04  5.113762E-03  1.456255E-04
  7.052421E+00  1.293561E-04  5.148485E-03  1.481446E-04
  7.106585E+00  1.265504E-04  5.178986E-03  1.429947E-04
  7.156850E+00  1.276248E-04  5.175617E-03  1.435325E-04
  7.207115E+00  1.270282E-04  5.216293E-03  1.475621E-04
  7.257380E+00  1.262670E-04  5.261542E-03  1.449477E-04
  7.307645E+00  1.289068E-04  5.304809E-03  1.499645E-04
  7.357910E+00  1.308049E-04  5.345531E-03  1.523957E-04
  7.408175E+00  1.282314E-04  5.382899E-03  1.479688E-04
  7.460174E+00  1.292426E-04  5.434082E-03  1.476864E-04
  7.512173E+00  1.285717E-04  5.461519E-03  1.516640E-04
  7.564173E+00  1.279659E-04  5.483623E-03  1.486648E-04
  7.616172E+00  1.308538E-04  5.506875E-03  1.538555E-04
  7.668171E+00  1.329805E-04  5.530985E-03  1.563375E-04
  7.720171E+00  1.304728E-04  5.554169E-03  1.517963E-04
  7.781522E+00  1.322725E-04  5.659931E-03  1.509416E-04
  7.842874E+00  1.317300E-04  5.625797E-03  1.559182E-04
  7.904225E+00  1.321187E-04  5.598670E-03  1.516650E-04
  7.965576E+00  1.363506E-04  5.590769E-03  1.579266E-04
  8.026928E+00  1.391039E-04  5.594451E-03  1.608066E-04
  8.088279E+00  1.363194E-04  5.602903E-03  1.551916E-04
  8.150768E+00  1.385616E-04  5.625308E-03  1.559086E-04
  8.213257E+00  1.381560E-04  5.635487E-03  1.608148E-04
  8.275745E+00  1.387558E-04  5.647497E-03  1.568844E-04
  8.338234E+00  1.429727E-04  5.665150E-03  1.630575E-04
  8.400723E+00  1.454411E-04  5.685869E-03  1.661129E-04
  8.463211E+00  1.425820E-04  5.706333E-03  1.611540E-04
  8.523625E+00  1.444819E-04  5.713147E-03  1.626598E-04
  8.584038E+00  1.438295E-04  5.746158E-03  1.674894E-04
  8.644452E+00  1.439436E-04  5.777052E-03  1.642056E-04
  8.704865E+00  1.476622E-04  5.805793E-03  1.699365E-04
  8.765279E+00  1.500073E-04  5.832355E-03  1.727968E-04
  8.825692E+00  1.474293E-04  5.855898E-03  1.681566E-04
  8.886259E+00  1.492221E-04  5.880636E-03  1.690753E-04
  8.946826E+00  1.486095E-04  5.902370E-03  1.737523E-04
  9.007394E+00  1.487507E-04  5.921860E-03  1.703910E-04
  9.067961E+00  1.523913E-04  5.942495E-03  1.759159E-04
  9.128528E+00  1.547882E-04  5.963195E-03  1.786852E-04
  9.189095E+00  1.524248E-04  5.982279E-03  1.741667E-04
  9.252103E+00  1.544457E-04  6.020438E-03  1.749548E-04
  9.315111E+00  1.539450E-04  6.026308E-03  1.796354E-04
  9.378119E+00  1.544029E-04  6.032338E-03  1.762193E-04
  9.441127E+00  1.582716E-04  6.044036E-03  1.821344E-04
  9.504135E+00  1.607219E-04  6.058612E-03  1.851703E-04
  9.567142E+00  1.583206E-04  6.073025E-03  1.809224E-04
  9.631326E+00  1.604017E-04  6.097959E-03  1.822658E-04
  9.695510E+00  1.598099E-04  6.108358E-03  1.872450E-04
  9.759694E+00  1.602463E-04  6.118655E-03  1.840716E-04
  9.823878E+00  1.640001E-04  6.132981E-03  1.900584E-04
  9.888062E+00  1.664072E-04  6.149133E-03  1.932801E-04
  9.952245E+00  1.641398E-04  6.164489E-03  1.893785E-04
  1.002073E+01  1.665975E-04  6.210790E-03  1.909355E-04
  1.008922E+01  1.662440E-04  6.198668E-03  1.963907E-04
  1.015770E+01  1.675727E-04  6.192443E-03  1.933028E-04
  1.022619E+01  1.720609E-04  6.195861E-03  1.999621E-04
  1.029467E+01  1.749632E-04  6.204027E-03  2.037664E-04
  1.036316E+01  1.730725E-04  6.213229E-03  2.003335E-04
  1.043506E+01  1.760940E-04  6.247603E-03  2.029262E-04
  1.050696E+01  1.760694E-04  6.237432E-03  2.086621E-04
  1.057886E+01  1.782316E-04  6.234353E-03  2.056809E-04
  1.065076E+01  1.832355E-04  6.240306E-03  2.129239E-04
  1.072266E+01  1.863669E-04  6.250410E-03  2.173913E-04
  1.079456E+01  1.846075E-04  6.261601E-03  2.147420E-04
  1.086367E+01  1.872891E-04  6.260983E-03  2.183423E-04
  1.093279E+01  1.871022E-04  6.296500E-03  2.239282E-04
  1.100190E+01  1.886726E-04  6.327142E-03  2.217742E-04
  1.107102E+01  1.929295E-04  6.354452E-03  2.285727E-04
  1.114014E+01  1.956132E-04  6.378569E-03  2.330455E-04
  1.120925E+01  1.937938E-04  6.398158E-03  2.309999E-04
  1.127535E+01  1.957960E-04  6.398499E-03  2.341631E-04
  1.134144E+01  1.953175E-04  6.433128E-03  2.396280E-04
  1.140754E+01  1.961750E-04  6.462841E-03  2.383792E-04
  1.147363E+01  1.996617E-04  6.489256E-03  2.447126E-04
  1.153973E+01  2.020916E-04  6.513715E-03  2.488554E-04
  1.160582E+01  2.006388E-04  6.535483E-03  2.473360E-04
  1.167208E+01  2.025507E-04  6.558457E-03  2.500858E-04
  1.173834E+01  2.021176E-04  6.577959E-03  2.555055E-04
  1.180460E+01  2.031713E-04  6.594716E-03  2.548125E-04
  1.187086E+01  2.066009E-04  6.612712E-03  2.610571E-04
  1.193712E+01  2.090288E-04  6.631330E-03  2.653424E-04
  1.200338E+01  2.078158E-04  6.648958E-03  2.646252E-04
  1.207192E+01  2.099325E-04  6.682744E-03  2.679641E-04
  1.214046E+01  2.096774E-04  6.688603E-03  2.737812E-04
  1.220900E+01  2.111132E-04  6.696300E-03  2.737682E-04
  1.227753E+01  2.149281E-04  6.709693E-03  2.806463E-04
  1.234607E+01  2.176778E-04  6.726303E-03  2.857230E-04
  1.241461E+01  2.166779E-04  6.743062E-03  2.858267E-04
  1.248451E+01  2.190079E-04  6.770434E-03  2.898445E-04
  1.255442E+01  2.190099E-04  6.780718E-03  2.961148E-04
  1.262432E+01  2.211036E-04  6.790709E-03  2.967632E-04
  1.269423E+01  2.253374E-04  6.804744E-03  3.039469E-04
  1.276414E+01  2.284354E-04  6.822605E-03  3.096485E-04
  1.283404E+01  2.278421E-04  6.843321E-03  3.107781E-04
  1.290350E+01  2.302313E-04  6.867738E-03  3.154388E-04
  1.297297E+01  2.303539E-04  6.899789E-03  3.220066E-04
  1.304243E+01  2.323359E-04  6.929105E-03  3.234109E-04
  1.311189E+01  2.364737E-04  6.955570E-03  3.309078E-04
  1.318135E+01  2.396275E-04  6.975760E-03  3.370077E-04
  1.325081E+01  2.392964E-04  6.987337E-03  3.388352E-04
  1.332225E+01  2.419288E-04  7.007107E-03  3.439756E-04
  1.339368E+01  2.422848E-04  7.003587E-03  3.512859E-04
  1.346511E+01  2.446732E-04  7.008888E-03  3.537169E-04
  1.353654E+01  2.491567E-04  7.031101E-03  3.621174E-04
  1.360798E+01  2.526048E-04  7.069096E-03  3.692710E-04
  1.367941E+01  2.526525E-04  7.117985E-03  3.722878E-04
  1.375079E+01  2.554851E-04  7.175592E-03  3.783187E-04
